imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt8098636,Gunshot,Gunshot,2018,2018-10-03,"Crime, Mystery",97,Egypt,Arabic,Karim El Shenawy,Haitham Dabbour,Film-Clinic,"Arfah Abdulrasool, Safaa El Toukhy, Ahmad El-Fishawi, Ahmad Kamal, Samy Maghawry, Ahmed Malek, Mohamed Mamdouh, Mohamed Radwan, Ruby, Hana Shiha, Asmaa Aboul Yazeed",Follows a mysterious murder that connects the destinies of the protagonists and changes their beliefs about the concept of truth.,6.9,375,,,$ 74688,,2.0,
tt0186257,José Rizal,José Rizal,1998,1998-12-25,"Biography, Drama, History",178,Philippines,"Filipino, Tagalog, Spanish, English, French, German, Latin",Marilou Diaz-Abaya,"Ricardo Lee, Jun Lana",GMA Films,"Cesar Montano, Joel Torre, Jaime Fabregas, Gloria Diaz, Gardo Versoza, Monique Wilson, Chin Chin Gutierrez, Mickey Ferriols, Pen Medina, Peque Gallaga, Bon Vibar, Subas Herrero, Tony Mabesa, Alexis Santaren, Chiqui Xerxes-Burgos","Jose Rizal's life and works are recounted through a series of non-linear flashbacks which reflect on various aspects of his life - as writer, propagandist, lover, friend, brother, doctor, and the man that inspired a revolution.",7.6,379,PHP 80000000,,,,10.0,1.0
tt0937414,Nero bifamiliare,Nero bifamiliare,2007,2007-04-13,Comedy,90,Italy,Italian,Federico Zampaglione,"Rudolph Gentile, Federico Zampaglione",Lupin Film,"Claudia Gerini, Luca Lionello, Emilio De Marchi, Anna Marcello, Ernesto Mahieux, Massimiliano Giusti, Yari Gugliucci, Alessandro Di Carlo, Remo Remotti, Cinzia Leone, Gianfranco Barra, Adriano Giannini, Ilaria Cramerotti, Alessandro Mistichelli, Elda Alvigini",A couple's pleasant new life in the country is threatened by the mysterious new next door neighbors.,5.3,314,,,$ 1554077,,2.0,5.0
tt0310261,"Tyven, tyven","Tyven, tyven",2002,2002-03-22,Drama,92,Norway,"Norwegian, Danish, English",Trygve Allister Diesen,"Trygve Allister Diesen, Knut Kristiansen",AV-Fondet,"Jørgen Langhelle, Vera Rudi, Andrea Bræin Hovig, Kari Simonsen, Ingjerd Egeberg, Anders Nyborg, Trond Høvik, Ingar Helge Gimle, Sari Price, John Sigurd Kristensen, Lars Funderud Johannessen, Sina Langfeldt, Hans Marthin Granlund, Even Rasmussen, Kristin Zachariassen","A young father kidnaps his daughter, Lisa. But the mother, the police, media and Lisa ruins his plan. On a trip around the country, everyone must realize they have a fault in this.",6.7,218,,,$ 5420,,4.0,
tt0034591,C'era un padre,Chichi ariki,1942,1942-04-01,Drama,94,Japan,Japanese,Yasujirô Ozu,"Tadao Ikeda, Yasujirô Ozu",Shochiku,"Chishû Ryû, Shûji Sano, Shin Saburi, Takeshi Sakamoto, Mitsuko Mito, Masayoshi Ôtsuka, Shin'ichi Himori, Haruhiko Tsuda, Shôtarô Fujimatsu, Chiyoko Fumiya, Masao Hayama, Kanji Kawahara, Teruo Kisaragi, Shôichi Kofujita, Masami Kubota","Shuhei Horikawa, a poor schoolteacher, struggles to raise his son Ryohei by himself, despite neither money nor prospects.",7.7,2359,,,,,14.0,23.0
tt0088023,Rumburak,Rumburak,1985,1985-07-01,"Comedy, Family, Fantasy",90,Czechoslovakia,Czech,Václav Vorlícek,"Milos Macourek, Milos Macourek",Filmové studio Barrandov,"Jirí Lábus, Jirina Bohdalová, Vlastimil Hasek, Eva Jenickova, Oldrich Kaiser, Lukás Bech, Michal Rynes, Jaroslava Obermaierová, Zdena Hadrbolcová, Antonín Jedlicka, Bronislav Poloczek, Ondrej Havelka, Oldrich Velen, Marie Málková, Miloslav Stibich","Wizarding criminal Rumburak, exiled to the Mortal Realm, uses a supercomputer to recreate his lost spell formulas. His software falls into the hands of humans, chaos ensues, and Rumburak suddenly finds himself on the side of good.",6.2,221,,,,,,2.0
tt0275204,El asadito,El asadito,2000,2000-11-09,Drama,71,Argentina,Spanish,Gustavo Postiglione,Gustavo Postiglione,,"Tito Gómez, Gerardo Dayub, Héctor Molina, Raúl Calandra, Carlos Resta, David Edery, Daniel Briguet, Pablo Fossa","The December 30, 1999. Seven friends on the terrace.",7.0,240,,,,,3.0,4.0
tt0050359,Eroica,Eroica,1958,1958-01-04,"Comedy, Drama",87,Poland,"Polish, German",Andrzej Munk,"Jerzy Stefan Stawinski, Jerzy Stefan Stawinski","ZRF ""Kadr""","Edward Dziewonski, Barbara Polomska, Ignacy Machowski, Leon Niemczyk, Kazimierz Opalinski, Zofia Czerwinska, Eleonora Lorentz, Emil Karewicz, Tomasz Lengren, Jerzy Turek, Roman Wilhelmi, Tomasz Zaliwski, Jerzy Felczynski, Roman Hubczenko, Zygmunt Listkiewicz","Two sketches covering episodes from the World War II. In the first novel, ""Scherzo alla polacca"", a shrewd son, trying to preserve his skin, ultimately becomes a hero and finds a reason for...",7.5,941,,,,,4.0,14.0
tt9014248,Rebelión de los Godínez,Rebelión de los Godínez,2020,2020-02-28,Comedy,93,Mexico,Spanish,Carlos Morett,"Omar M. Albores, Carlos Morett",,"Gustavo Egelhaaf, Alejandro Suárez, Bárbara de Regil, Mauricio Argüelles, Cesar Rodriguez, Fernando Becerril, Anna Carreiro, Carlos Macias Marquez, José Sefami, Raquel Garza, Carlos Morett, Ernesto Loera, Valeria Burgos, Diego Chávez, Laura García de la Mora","Omar Buendía, a super smart guy, who came out with the best average in school and is expected to do great things in life.",3.9,327,,,$ 1368432,,1.0,6.0
tt1686063,Lost in Africa,Kidnappet,2010,2010-10-07,"Drama, Family, Thriller",92,Denmark,Danish,Vibeke Muasya,"Vibeke Muasya, Nikolaj Scherfig",SF Studios,"Connie Nielsen, Lars Mikkelsen, Simon Larsen, Amos Odhiambo, Irene Kayeri, Arnold Ochieng, Samuel Odour, Fred Omolo, Bernard Okoth, David Odhiambo Otieno, Robert Bresson, Robert Agengo, Godfrey Ojiambo, Gilbert K. Lukalia, Matthew Ondiege","Simon an adopted boy of a danish couple visiting Kenya with his mother goes missing in Kibera slum. When his mother offers a reward in the tv, the kidnappers are on the run.",5.8,189,,,,,,
tt0407621,Calvaire,Calvaire,2004,2005-03-09,Horror,88,"Belgium, France, Luxembourg",French,Fabrice du Welz,"Romain Protat, Fabrice du Welz",La Parti Productions,"Laurent Lucas, Brigitte Lahaie, Gigi Coursigny, Jean-Luc Couchard, Jackie Berroyer, Philippe Nahon, Philippe Grand'Henry, Jo Prestia, Marc Lefebvre, Alfred David, Alain Delaunois, Vincent Cahay, Johan Meys, Romain Protat, Damien Waselle","Marc, a traveling entertainer, is on his way home for Christmas when his van brakes in the middle of a jerkwater town with some strange inhabitans.",6.2,11427,EUR 1790000,$ 3260,$ 3260,52.0,91.0,101.0
tt0446755,Il velo dipinto,The Painted Veil,2006,2007-02-23,"Drama, Romance",125,"China, USA, Canada","English, Mandarin, French",John Curran,"Ron Nyswaner, W. Somerset Maugham",WIP,"Catherine An, Bin Li, Bin Wu, Alan David, Marie-Laure Descoureaux, Sally Hawkins, Juliet Howland, Toby Jones, Lorraine Laurence, Gwing-Gai Lee, Li Feng, Gesang Meiduo, Edward Norton, Yin Qing, Ian Renwick","A British medical doctor fights a cholera epidemic in a small Chinese village, while being trapped at home in a loveless marriage to an unfaithful wife.",7.5,88093,$ 19400000,$ 8060487,$ 26910847,69.0,249.0,146.0
tt0444913,Tango Charlie,Tango Charlie,2005,2005-03-25,"Action, Adventure, Drama",142,India,Hindi,Mani Shankar,"Mani Shankar, Mani Shankar",Gaurav Digital,"Ajay Devgn, Bobby Deol, Sanjay Dutt, Sunil Shetty, Tanishaa Mukerji, Nandana Sen, Sudesh Berry, Shahbaaz Khan, Vishal Thakkar, Kelly Dorji, Vivek Shauq, Sanjay Mishra, Shalu Sharma, Arun Behl, Subrat Dutta","Tarun Chauhan, a rookie army officer undergoes ups and downs in his mission and learns the true meaning of 'war' to overcome his weaknesses.",6.0,1648,,,,,9.0,11.0
tt0066827,La bestia uccide a sangue freddo,La bestia uccide a sangue freddo,1971,1971-08-02,"Horror, Mystery, Thriller",96,Italy,Italian,Fernando Di Leo,"Fernando Di Leo, Nino Latino",Cineproduzioni Daunia 70,"Klaus Kinski, Margaret Lee, Rosalba Neri, Jane Garret, John Karlsen, Gioia Desideri, Giangiacomo Elia, Fernando Cerulli, Sandro Rossi, Giulio Baraghini, Ettore Geri, Antonio Radaelli, Monica Strebel, Carla Mancini, Franco Marletta",A rehabilitation hospital in the Italian countryside which offers treatment for women suffering from various psychological disorders is stalked by a mysterious cloaked killer.,5.1,1369,,,,,40.0,60.0
tt4630562,Fast & Furious 8,The Fate of the Furious,2017,2017-04-13,"Action, Adventure, Crime",136,"China, USA, Japan","English, Russian, Spanish",F. Gary Gray,"Gary Scott Thompson, Chris Morgan",Universal Pictures,"Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez, Tyrese Gibson, Ludacris, Charlize Theron, Kurt Russell, Nathalie Emmanuel, Luke Evans, Elsa Pataky, Kristofer Hivju, Scott Eastwood, Patrick St. Esprit, Janmarco Santiago","When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",6.7,199388,$ 250000000,$ 226008385,$ 1236005118,56.0,600.0,429.0
tt0036989,La cittadella degli eroi,Kolberg,1945,1953-10-05,"Drama, History, Romance",111,Germany,"German, French","Veit Harlan, Wolfgang Liebeneiner","Veit Harlan, Alfred Braun",Universum Film (UFA),"Heinrich George, Kristina Söderbaum, Horst Caspar, Gustav Diessl, Paul Wegener, Otto Wernicke, Charles Schauten, Claus Clausen, Irene von Meyendorff, Heinz Lausch, Kurt Meisel, Paul Bildt, Jakob Tiedtke, Hans Hermann Schaufuß, Franz Schafheitlin","During Napoleon's victorious campaign in Germany, the city of Kolberg gets isolated from the retreating Prussian forces. The population of Kolberg refuses to capitulate and organizes the ...",6.1,566,DEM 8800000,,,,17.0,6.0
tt0099298,Il vento del desiderio,Contra el viento,1990,1990-10-10,Drama,95,Spain,Spanish,Paco Periñán,Paco Periñán,Creativos Asociados de Radio y Televisión (CARTEL),"Antonio Banderas, Emma Suárez, Bruce McGuire, Rosario Flores, Rafael Díaz, Germán Cobos, Patricia Palacios, Queta Claver, Pilar Bardem, Carmen Balagué, Estanis González, Fernando J. Melgosa, Orlando Rodríguez, Javier Mas, Antonio Guerrero","Juan flees Madrid and an incestuous relationship with his sister, Ana, working at a mine on the Andalucian coast. When his friendship with Rosario, a local shop girl, becomes romance, Ana ...",5.8,197,,,,,3.0,
tt1554082,Flag of My Father,Flag of My Father,2011,2011-11-01,"Drama, War",90,USA,English,Rodney Ray,"Rodney Ray, Rodney Ray",R-Squared Productions,"William Devane, GiGi Erneta, Andrew Sensenig, Patrick Kirton, Kent Jude Bernard, Luke Sexton, Jim Elliott, Tammi Arender, John R. Bennett II, Leona R. Bennett, Heather Bloom, Kip Cummings, David D. Ford, Veleka Gray, Tim Hickey","William Devane portrays the families patriarch, while John Schneider plays the sister's protagonist, her cynical civilian brother.",6.7,159,,,,,9.0,
tt0112854,Mister Destiny,Destiny Turns on the Radio,1995,1995-04-28,"Crime, Comedy, Fantasy",102,USA,English,Jack Baran,"Robert Ramsey, Matthew Stone",Rysher Entertainment,"Dylan McDermott, Nancy Travis, James Le Gros, Quentin Tarantino, Jim Belushi, Janet Carroll, David Cross, Richard Edson, Bobcat Goldthwait, Barry Shabaka Henley, Lisa Jane Persky, Sarah Trigger, Tracey Walter, Allen Garfield, Ralph Brannen","After 3 years in prison, Julian breaks out and returns to Vegas to get his half from the bank robbery and see Lucille again. The Devil took the loot and Tuerto took Lucille.",4.6,2241,,$ 1176982,$ 1176982,,31.0,17.0
tt0156942,Rave,Rave,2000,2000-10-12,Drama,85,USA,English,Ron Krauss,"Oona Croese, Ron Krauss",Aron Productions,"Douglas Spain, Aimee Graham, Nicholle Tom, Dante Basco, Franco Vega, Shaun Weiss, Lela Lee, Steven Bauer, Efrain Figueroa, Tamara Mello, Demetrius Navarro, Efren Ramirez, Maria Carmen, Samantha Tabak, Scott Torrence",Kids go to a rave and not all of them make it home the next day.,5.7,173,$ 1200000,,,,5.0,
tt1720267,The Legend of Silk Boy,The Legend of Silk Boy,2010,2010-08-20,"Animation, Adventure, Family",90,China,English,David Liu,"Christopher Donaldson, Neil Every",,"Jackie Chan, Ashleigh Ball, Garry Chalk, Michael Donovan, Richard Ian Cox, Brian Drummond, Maryke Hendrikse, Colin Murdock, Anna Cummer, Daniel Lam, Joanne Rong, Gabriel Hisugan, Wei Heng Teng, Stephen Chang","This movie is a story about an ambitious little boy who stumbles into a magical world filled with fun, laughter, adventure, danger, and the most amazing and colorful characters you've ever ...",3.5,192,,,,,,
tt8073604,Evil Bong 777,Evil Bong 777,2018,2018-04-20,"Action, Comedy, Horror",59,USA,English,Charles Band,"Charles Band, Brockton McKinney",Full Moon Features,"Sonny Carl Davis, Robin Sydney, Jessica Morris, Mindy Robinson, The Don, Caleb Hurst, Adam Noble Roberts, Elina Madison, Kaius Harrison, Jillian Janson, Tanya Tate, Circus-Szalewski, Tonya Kay, Noelle Ann Mabry, Leya Falcon","EVIL BONG 777 leaves off where last year's EVIL BONG 666 left off. Our scowling weed-spewing Eebee is out of ""Sexy Hell"" and heading to Sin City with danger on her tail. She's joined by her...",3.8,138,$ 25592,,,,4.0,7.0
tt0045991,Il giustiziere,Law and Order,1953,1953-12-14,"Action, Adventure, Western",80,USA,English,Nathan Juran,"W.R. Burnett, Inez Cocke",Universal International Pictures (UI),"Ronald Reagan, Dorothy Malone, Preston Foster, Alex Nicol, Ruth Hampton, Russell Johnson, Barry Kelley, Chubby Johnson, Jack Kelly, Dennis Weaver, Wally Cassell, Richard Garrick",Frame Johnson already cleaned up Tombstone and hopes to settle down near Cottonwood. But a marshal's work is never done...,5.9,640,,$ 1000000,,,19.0,7.0
tt0102428,Tentazione di Venere,Meeting Venus,1991,1991-09-20,"Comedy, Drama, Romance",119,"UK, Japan, USA, Hungary","English, Hungarian, French, German",István Szabó,"István Szabó, Michael Hirst",Warner Bros.,"Glenn Close, Niels Arestrup, Kiri Te Kanawa, René Kollo, Håkan Hagegård, Waltraud Meier, Renate Spingler, Matthias Hölle, Kim Begley, Robin Leggate, Rodney Macann, Roderick Earle, Marián Labuda, Maïté Nahyr, Victor Poletti","A deliciously biting satire about both the world of Grand Opera and United Europe. A Hungarian conductor (Arestrup) attempts to mount a bold new production of Richard Wagner's ""Tannhäuser"" ...",6.6,1225,,$ 1000348,$ 1000348,,12.0,10.0
tt0118557,Mittente sconosciuto,Address Unknown,1997,1997-05-20,"Adventure, Family",92,USA,English,Shawn Levy,"Drew Daywalt, David Schneider",Leucadia Film Corporation,"Kyle Howard, Johna Stewart-Bowden, Patrick Renna, Corbin Allred, Michael Flynn, Scott Wilkinson, Suzanne Barnes, Zane Parker, David Bartholomew, Vince Deadrick Jr., David H. Stevens, Curley Green, Frank Gerrish, Marcia Dangerfield, Shawn Nottingham","A 16 year old boy who had thought that his father's death was an accident, suspects otherwise when he receives a 10-year-old lost letter his father had written just before his death.",6.1,259,,,,,3.0,
tt0057541,Summer Holiday,Summer Holiday,1963,1963-03-15,"Comedy, Musical",107,UK,"French, English",Peter Yates,"Peter Myers, Ronald Cass",Ivy Films,"Cliff Richard, Lauri Peters, Melvyn Hayes, Una Stubbs, Teddy Green, Pamela Hart, Jeremy Bulloch, Jacqueline Daryl, Madge Ryan, Lionel Murton, Christine Lawson, Ron Moody, David Kossoff, Wendy Barrie, Nicholas Phipps","A fabulous 60s Musical - 4 London Bus mechanics strike up a deal with London Transport. They do up a double decker London Bus, drive it around Europe as a hotel and if they make it they ...",6.1,1326,,,,,26.0,4.0
tt0053278,Gli evasi di Fort Denison,The Siege of Pinchgut,1959,1959-08-01,"Action, Crime, Drama",100,UK,English,Harry Watt,"Harry Watt, Inman Hunter",Associated British Picture Corporation (ABPC),"Aldo Ray, Heather Sears, Neil McCallum, Victor Maddern, Carlo Giustini, Alan Tilvern, Barbara Mullen, Gerry Duggan, Kenneth J. Warren, Grant Taylor, Deryck Barnes, Richard Vernon, Ewan MacDuff, Martin Boddey, Max Robertson",An escaped prisoner is trying to clear his name.,6.3,171,,,,,12.0,2.0
tt0041746,Pinky la negra bianca,Pinky,1949,1949-11-01,Drama,102,USA,English,"Elia Kazan, John Ford","Cid Ricketts Sumner, Philip Dunne",Twentieth Century Fox,"Jeanne Crain, Ethel Barrymore, Ethel Waters, William Lundigan, Basil Ruysdael, Kenny Washington, Nina Mae McKinney, Griff Barnett, Frederick O'Neal, Evelyn Varden, Raymond Greenleaf","A light-skinned black woman falls in love with a white doctor, though he is unaware of her true race.",7.2,2642,,$ 4200000,,,50.0,20.0
tt0067467,Salmo rosso,Még kér a nép,1972,1976,"Drama, Musical, War",87,Hungary,"Hungarian, English, Latin",Miklós Jancsó,Gyula Hernádi,MAFILM 1. Játékfilmstúdió,"Andrea Drahota, Gyöngyi Bürös, Erzsi Cserhalmi, Mari Csomós, Ilona Gurnik, Éva Spányik, Zsuzsa Ferdinándy, József Madaras, Lajos Balázsovits, Tibor Orbán, Jácint Juhász, András Bálint, Bertalan Solti, Tibor Molnár, János Koltai","Set in the 1890s on the Hungarian plains, a group of farm workers go on strike in-which they face harsh reprisals and the reality of revolt, oppression, morality and violence.",7.0,1424,,,,,11.0,16.0
tt2358514,Svatá Ctverice,Svatá Ctverice,2012,2012-08-23,Comedy,78,Czech Republic,Czech,Jan Hrebejk,Michal Viewegh,In Film Praha,"Jirí Langmajer, Marika Sarah Procházková, Hynek Cermák, Viktorie Cermáková, Ludek Munzar, Jana Gýrová, Jenovéfa Boková, Valerie Sámalová, Václav Marhold, Gregor Buaer, Barbora Poláková, Igor Rattaj, Marek Slavik, Oliver Cox, Jirí X. Dolezal","Two middle-aged couples are linked by more than just a lifelong friendship. While relaxing on a Caribbean island, they get an unconventional idea to enrich and, as a result, complicate their sexual lives.",5.7,456,,,$ 1052344,,1.0,22.0
tt0488762,Miseuteo Sokeurateseu,Miseuteo Sokeurateseu,2005,2005-11-10,"Action, Crime",109,South Korea,Korean,Jin-won Choi,,,"Shin-il Kang, Jong-Hyuk Lee, Tae-young Yoon, Rae-won Kim, Kwang-rok Oh, Cheol-min Park, Sung-woong Park, Seo Hyun Yoon",A low-life scumbag gets kidnapped by a mysterious gang and put through inhumane training to become a mole inside the police force.,6.3,437,,,$ 6380429,,2.0,7.0
tt0427369,Hülya,Hülya,1988,1988,Romance,90,Turkey,Turkish,Ibrahim Tatlises,,Rüzgar Film,"Aslan Altin, Suzan Avci, Hülya Avsar, Songül Beyçe, Mehmet Ali Erbil, Yilmaz Kayral, Diler Saraç, Selahattin Sarikaya, Ibrahim Tatlises, Savas Yurttas, Orhan Çagman",,2.7,371,,,,,,
tt5990926,Camp Sawi,Camp Sawi,2016,2016-08-24,Comedy,109,Philippines,"Filipino, Tagalog",Irene Villamor,"Bela Padilla, Neil Arce",Viva Films,"Andi Eigenmann, Bela Padilla, Yassi Pressman, Kim Molina, Arci Muñoz, Sam Milby, Dennis Trillo, Tonton Gutierrez, Alex Vincent Medina, Jerald Napoles, Cholo Barretto, Bret Jackson, AJ Muhlach, Sarah Pagcaliwagan, Issa Pressman",A group of brokenhearted women end up at a resort that specializes in helping people ease their pain.,6.8,148,,,,,2.0,
tt2630880,Birthday Cake,Birthday Cake,2013,2013-06-03,"Comedy, Family",85,USA,English,Chad Darnell,Chad Darnell,Mandra Pictures,"Chad Darnell, Rib Hillis, Helen Shaver, Lee Meriwether, Jane Badler, Peter Paige, Shanda Lee Munson, Tony Duran, Jenni Pulos, Jennifer Gimenez, Nina Millin, Heather Olt, Catie Boles, James Logan, Marissa Morgan",Feature length sequel to the multi award-winning short film GROOM'S CAKE. A mockumentary following the three days leading up to the first birthday party of a child with two gay parents: ...,5.6,146,$ 25000,,,,3.0,2.0
tt0046424,Three Sailors and a Girl,Three Sailors and a Girl,1953,1953-11-23,"Comedy, Musical",95,USA,English,Roy Del Ruth,"Roland Kibbee, Devery Freeman",Warner Bros.,"Jane Powell, Gordon MacRae, Gene Nelson, Sam Levene, George Givot, Veda Ann Borg, Archer MacDonald, Raymond Greenleaf, Henry Slate, Jack E. Leonard","Three navy men run into a shady producer who convinces them to invest into his new show. When they meet the show's female star attraction, they're sold. Have they become the latest showbiz players or just three more suckers?",6.2,315,,,,,9.0,5.0
tt0032181,Abramo Lincoln,Abe Lincoln in Illinois,1940,1940-04-19,"Biography, Drama, History",110,USA,English,John Cromwell,"Robert E. Sherwood, Robert E. Sherwood",Max Gordon Plays & Pictures Corporation,"Raymond Massey, Gene Lockhart, Ruth Gordon, Mary Howard, Minor Watson, Alan Baxter, Harvey Stephens, Howard Da Silva, Dorothy Tree, Aldrich Bowker, Maurice Murphy, Louis Jean Heydt, Clem Bevans, Harlan Briggs, Herbert Rudley",Humble,7.3,1627,,,,,33.0,15.0
tt1714828,Beauty and the Least: The Misadventures of Ben Banks,Beauty and the Least: The Misadventures of Ben Banks,2012,2013-05-07,"Comedy, Drama, Romance",85,USA,English,Bryce Clark,Bryce Clark,Signal Films,"Ben Banks, Katharine Towne, Mischa Barton, Emily Moffat, Michael Hobert, David Sullivan, Sal Masekela, Alex Beh, Kim Huffman, Cyle West, Travis Lincoln Cox, Parker Clark, Franki Holton, Jon Dodart, Trevor Thompson","A hopeless slacker, portrayed by the character's real-life namesake, finds his ambition awakened by a gorgeous waitress who is hiding from her past. Strong emotions compel Ben to find the ...",4.1,397,$ 200000,,,,4.0,
tt3623376,Noi 4,Noi 4,2014,2014-03-20,Comedy,93,Italy,Italian,Francesco Bruni,Francesco Bruni,IBC Movie,"Fabrizio Gifuni, Kseniya Rappoport, Lucrezia Guidone, Francesco Bracci Testasecca, Raffaella Lebboroni, Milena Vukotic, Gianluca Gobbi, Giulia Li Zhu Ye, Ivan Franek, Giorgio Algranti, Ivan Alovisio, Emanuele Barresi, Marina Benedetto, Arturo Bruni, Alfredo Covelli",,6.3,218,,,$ 490471,,1.0,5.0
tt5863772,Uang Panai' Maha(r)l,Uang Panai' Maha(r)l,2016,2016-08-25,"Comedy, Drama, Romance",119,Indonesia,Indonesian,Halim Gani Safia Asril Sani,,Makkita Cinema Production,"Abu, Muh. Zoel Ikram, Nurfadhillah, Tumming",Anca (Ikram Noer) just returned from overseas. He was reunited with his ex-girlfriend Risna (Nur Fadillah) and intends to marry her. But Anca's intention was hindered by a marriage conditions: Uang Panai' with a fantastic amount of money.,6.6,128,IDR 1000000000,,,,1.0,
tt6271110,The Super Parental Guardians,The Super Parental Guardians,2016,2016-11-30,Comedy,115,Philippines,"Filipino, Tagalog",Joyce Bernal,"Vice Ganda, Coco Martin",Star Cinema,"Vice Ganda, Coco Martin, Onyok Pineda, Awra Briguela, Assunta de Rossi, Pepe Herrera, Joem Bascon, Matet De Leon, Kiray Celis, Lassy, MC Calaquian, Negi, Lao Rodriguez, Kiko Matos, Jack Falcis","Shortly after the murder of his friend, a young gay man accepts guardianship of her two kids while her brother tracks down her killer.",4.3,169,,,$ 31108,,1.0,
tt0025362,Il lago delle vergini,Lac aux dames,1934,1934-05-18,Drama,106,"France, Germany",French,Marc Allégret,"Vicki Baum, Colette",Société Parisienne de Production (SOPRA),"Rosine Deréan, Simone Simon, Illa Meery, Odette Joyeux, Maroulka, Jean-Pierre Aumont, Vladimir Sokoloff, Maurice Rémy, Paul Asselin, Romain Bouquet, Eugène Dumas, Michel Simon",A handsome but penniless young man takes a summer job as a swimming instructor in a picturesque Alpine lake resort. He falls in love with a young heiress who is staying there with her ...,6.5,102,,,,,2.0,1.0
tt3420534,Bing du,Bing du,2014,2014-07-18,Drama,95,"Taiwan, Burma",,Midi Z,Midi Z,,"Shin-Hong Wang, Ke-Xi Wu","In Burma-China border, a homecoming woman and a motorcycle driver turn to Crystal Meth to escape crushing poverty and boredom.",6.4,255,,,,,1.0,12.0
tt0436319,Fjorton suger,Fjorton suger,2004,2004-10-29,"Drama, Romance",83,Sweden,Swedish,"Filippa Freijd, Martin Jern",Martin Jern,Dansk Skalle HB,"Elin Ahlberg, Jesper Fridh, Andreas Karoliussen, Björn Månsson, Catherine Jeppsson, Jörgen Düberg, Emily Nilsson, Thea Klitte, Thomas Hesslow, Simon Lindell, David Sjöland, Sara Herrlander, Otto Blücker, Jacob Walfridsson, Johan Billgren",A night out ends in tears for a young girl who keeps her secrets safe and her emotions bottled up.,4.6,1270,SEK 5055000,,$ 121218,,3.0,4.0
tt1702009,Strippers vs Werewolves,Strippers vs Werewolves,2012,2012-04-27,"Action, Comedy, Crime",93,UK,English,Jonathan Glendening,"Pat Higgins, Phillip Barron",Black & Blue Films,"Adele Silva, Martin Compston, Billy Murray, Ali Bastian, Barbara Nedeljakova, Sarah Douglas, Simon Phillips, Martin Kemp, Alan Ford, Charlie Bond, Nick Nevern, Rita Ramnani, Steven Berkoff, Robert Englund, Lysette Anthony","When werewolf Mickey is accidentally killed in a strip club, the girls who work there have until the next full moon before his bloodthirsty wolf pack seek murderous retribution.",3.0,1889,,,,,32.0,52.0
tt1517561,Thulladha Manamum Thullum,Thulladha Manamum Thullum,1999,1999-01-29,"Drama, Romance",170,India,Tamil,Ezhil,Ezhil,,"Joseph Vijay, Simran, Dhamu, Vaiyapuri, Madhan Bob, Ponnambalam, Paari Venkat, Anoop Aravindan, Manivannan","Kutty wants to become a singer while working in an audio shop run by Mani. His songs are appreciated by a college student Rukmani and each time when she wishes to meet him, circumstances ...",7.7,1782,,,,,1.0,
tt0030191,Gold Diggers in Paris,Gold Diggers in Paris,1938,1938-06-11,"Comedy, Musical, Romance",97,USA,"English, French",Ray Enright,"Earl Baldwin, Warren Duff",Warner Bros.,"Rudy Vallee, Rosemary Lane, Hugh Herbert, Allen Jenkins, Gloria Dickson, Melville Cooper, Mabel Todd, Fritz Feld, Curt Bois, Edward Brophy, Victor Kilian, Georges Renavent, Armand Kaliz, Maurice Cass, Eddie 'Rochester' Anderson",Owners and show girls of the bankrupt Club Ballé are mistaken for the Academy Ballet of America and are off to Paris to compete in an International Dance Exposition.,5.8,341,,,,,16.0,3.0
tt0069912,Il complotto,Le complot,1973,1973-05-10,"Action, Drama, History",120,"France, Spain, Italy",French,René Gainville,"René Gainville, Jean Laborde",Productions Simone Allouche,"Michel Bouquet, Michel Duchaussoy, Raymond Pellegrin, Jean Rochefort, Gabriele Tinti, Marina Vlady, Raymond Gérôme, Maurice Biraud, Simón Andreu, Maurice Auzel, Yves Barsacq, Teresa Rabal, Jean Degrave, Ángel del Pozo, Michel Fortin","By the early 1960s, the OAS is desperate to stop de Gaulle's freeing of Algeria. A small group, mostly from the military, steal weapons and rob a bank to prepare for a raid on Tulle prison ...",6.2,106,,,,,1.0,
tt2942618,Dehorokkhi: The Bodyguard,Dehorokkhi: The Bodyguard,2013,2013-04-12,Action,167,Bangladesh,Bengali,Iftakar Chowdhury,Abdullah Zahir Babu,Fatman Films,"Eamin Haque Bobby, Kazi Maruf, Anisur Rahman Milon","An underworld Don Aslam (Anisur Rahman Milon) hires a bodyguard, Tibro (Kazi Maruf) to protect love of his life Sohana (Eamin Haque Bobby). Tibro finds about that Sohana is held captive ...",6.8,399,BDT 20000000,,,,1.0,
