imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0094667,Apartment Zero,Apartment Zero,1988,1989-09-15,"Drama, Thriller",124,UK,"English, Spanish",Martin Donovan,"Martin Donovan, Martin Donovan",Producers Representative Organization,"Hart Bochner, Colin Firth, Dora Bryan, Liz Smith, Fabrizio Bentivoglio, James Telfer, Mirella D'Angelo, Juan Vitali, Cipe Lincovsky, Francesca d'Aloja, Miguel Ligero, Elvia Andreoli, Marikena Monti, Luis Romero, Oca Spirito","Set in modern day Buenos Aires, the film centers around a relationship between two emotionally crippled roommates. Adrian LeDuc is a lonely sociopath who is forced to rent his insane ...",7.0,3633,$ 4000000,$ 1267578,$ 1267578,,89.0,32.0
tt5096246,Disappearance,Disappearance,2019,2019-01-01,"Romance, Thriller",79,USA,English,Matt Shapira,"Hutch Dano, Matt Shapira",Roaming Elephant Productions,"Matthew Marsden, Jemma Dallender, Brian Thompson, Hutch Dano, Cortney Palm, Chloe Catherine Kim, Reggie Lee, Danielle Krivak, Guy Wilson","After the Author George Boulangé disappears from his sailboat one night, Detective Kenny Park must try to ascertain what happened by interviewing his wife, girlfriend and captain.",3.3,114,,,,,5.0,1.0
tt0046552,Le ali del falco,Wings of the Hawk,1953,1954-03-29,"Adventure, Romance, Western",81,USA,English,Budd Boetticher,"James E. Moser, Gerald Drayson Adams",Universal International Pictures (UI),"Van Heflin, Julie Adams, Abbe Lane, George Dolenz, Noah Beery Jr., Rodolfo Acosta, Antonio Moreno, Pedro Gonzalez Gonzalez, Paul Fierro, Mario Siletti, Rico Alaniz","During the Mexican revolution of 1910, an American prospector gets involved with the revolutionaries after a corrupt Mexican official confiscates his mine.",6.0,191,,,,,5.0,2.0
tt0084385,Namak Halaal,Namak Halaal,1982,1982-04-30,"Action, Comedy, Drama",171,India,Hindi,Prakash Mehra,Surendra Kaul,,"Waheeda Rehman, Shashi Kapoor, Amitabh Bachchan, Smita Patil, Parveen Babi, Om Prakash, Ranjeet, Satyendra Kapoor, Ram P. Sethi, Kamal Kapoor, Chandrashekhar, Ashalata Wabgaonkar, Dev Kumar, Harish Magon, Nandita Thakur","Brought up by his grandfather, Arjun Singh moves to the city in search of a new job and life. While in the city he meets Bhairon who helps him find a job as a singer in a 5-star hotel owned by Raja.",7.3,2283,,,,,7.0,5.0
tt4864584,Exorcist: House of Evil,Exorcist: House of Evil,2016,2016-05-02,"Horror, Mystery, Thriller",93,USA,English,David Trotti,David Trotti,Spiritus Mundi,"Amy Holland Pennell, Connor Trinneer, Mark Holzum, Peter Mayer, Matuschka Lindo, Candice M. Coleman, Margaret Kimble, John Pierson, Ford Fanter, Hayden Benbenek, Judy Man, Tim Ezell, Amy Kate Connolly, Cara Barresi, Christopher Lawyer","Based on a true story, shot in THE REAL EXORCIST HOUSE, a young woman returns to her old family home, the site of an infamous exorcism and discovers the devil never left. This film was shot...",4.3,1096,,,,,15.0,6.0
tt2150177,Bhaiaji Superhit,Bhaiaji Superhit,2018,2018-11-23,"Action, Comedy, Drama",139,India,Hindi,Neeraj Pathak,"Neeraj Pathak, Neeraj Pathak",Metro Movies,"Sunny Deol, Preity Zinta, Arshad Warsi, Ameesha Patel, Shreyas Talpade, Jaideep Ahlawat, Sanjay Mishra, Brijendra Kala, Amit Mistry, Hemant Pandey, Mukul Dev, Pankaj Tripathi, Ranjeet, Ashmita Kaur Bakshi, Pankaj Jha",A goon tries to win his wife back by making a movie on their love story.,4.0,517,,,,,30.0,5.0
tt2578418,The Devil's Bargain,The Devil's Bargain,2014,2014-01-17,"Drama, Horror, Mystery",77,UK,English,Drew Cullingham,"Drew Cullingham, Ian Manson",Monk3ys Ink Films,"Jonnie Hurn, Chloe Farnworth, Dan Burman, Lulu Briggs, George Brown, Aj Williams, Ian Manson","It's 1974. Earth is about to be obliterated by a massive asteroid. Adi (Jonnie Hurn) and his young hippy wife Ange (Chloe Farnworth), haunted by memories of the death of their child a few ...",7.4,166,,,,,,4.0
tt0332706,Mizu no onna,Mizu no onna,2002,2005-05-04,"Drama, Fantasy",115,Japan,Japanese,Hidenori Sugimori,Hidenori Sugimori,Artist Film,"Ua, Tadanobu Asano, Hikaru, Yutaka Enatsu, Ryûichi Ôura, Mayumi Ogawa, Yuki","Ryo personifies water, since whenever something important happens in her life, it rains. She inherits a bathhouse and meets a pyromaniac named Yusaku; and their confrontation leads to an inevitable union.",6.9,277,,,,,8.0,8.0
tt0035984,Henry Aldrich Haunts a House,Henry Aldrich Haunts a House,1943,1943-11-10,Comedy,73,USA,English,Hugh Bennett,"Val Burton, Muriel Roy Bolton",Paramount Pictures,"Jimmy Lydon, Charles Smith, John Litel, Olive Blakeney, Joan Mortimer, Vaughan Glaser, Jackie Moran, Lucien Littlefield","Henry Aldrich swallows a serum by accident and ends up in a ""haunted"" house.",5.6,127,,,,,6.0,1.0
tt0034065,The Prime Minister,The Prime Minister,1941,1941-05-03,"Biography, Drama, History",109,UK,English,Thorold Dickinson,"Michael Hogan, Brock Williams",Warner Brothers-First National Productions,"John Gielgud, Diana Wynyard, Will Fyffe, Owen Nares, Fay Compton, Pamela Standish, Stephen Murray, Frederick Leister, Nicholas Hannen, Anthony Ireland, Irene Browne","A biopic of the legendary Benjamin Disraeli, his rise from a foppish young novelist to the Prime Minister of the United Kingdom and confidante of Queen Victoria.",5.7,230,,,,,9.0,5.0
tt0388710,Ammakilikkoodu,Ammakilikkoodu,2003,2003-11-26,"Comedy, Drama",180,India,Malayalam,M. Padmakumar,Renjith,,"Prithviraj Sukumaran, Navya Nair, Innocent, Saritha, Kaviyoor Ponnamma, Jagathi Sreekumar, K.P.A.C. Lalitha, Sukumari, Mallika Sukumaran, Saikumar, Madhupal, Mammukoya, Vijayakumari, Santha Devi, Mukesh",Saranalayam is an old-age home run by Eradi. He appoints Vivek as the new manager to help him evict the inmates as he wants to sell it.,5.3,112,,,,,,
tt0110910,Pterodactyl Woman from Beverly Hills,Pterodactyl Woman from Beverly Hills,1997,1997-10-07,Comedy,97,USA,English,Philippe Mora,Philippe Mora,Troma Entertainment,"Jonathan Ball, Cabiria Cardinale, Holley Chant, Sonia Nassery Cole, Bruce Critchley, Beverly D'Angelo, Aron Eisenberg, Danny Ferrington, Douchan Gersi, Francesca Hilton, Barry Humphries, Brion James, Maxine John-James, Ruta Lee, Floyd Levine","Pixie is cursed with turning into a Pterodactyl when her husband is caught messing with bones on an ancient burial ground. Her husband, children, friends, and neighbours must come to terms ...",4.8,194,,,,,4.0,6.0
tt7881954,Grazinti Nepriklausomybe,Grazinti Nepriklausomybe,2018,2018-01-19,Comedy,70,Lithuania,,Saulius Baradinskas,"Saulius Baradinskas, Mantas Bartusevicius",,"Ramunas Cicenas, Algirdas Dainavicius, Martynas Nedzinskas, Gediminas Storpirstis, Marius Repsys, Mindaugas Ancevicius, Edgar Bechter, Gaile Butvilaite, Giedre Giedraityte, Sarunas Januskevicius, Tomas Katinas, Valentinas Krulikovskis, Artiom Rybakov, Ainis Storpirstis, Dainius Tarutis",,6.4,574,,,$ 493695,,,
tt0027908,La bisbetica innamorata,Love Before Breakfast,1936,1936-03-09,Comedy,70,USA,English,Walter Lang,"Herbert Fields, Faith Baldwin",Universal Pictures,"Carole Lombard, Preston Foster, Cesar Romero, Janet Beecher, Betty Lawford, Richard Carle, Forrester Harvey, Joyce Compton, Bert Roach, Diana Gibson",A rich businessman stalks another man's fiancée.,6.4,643,,,,,18.0,9.0
tt1488606,Triple Frontier,Triple Frontier,2019,2019-03-13,"Action, Adventure, Crime",125,USA,"English, Spanish, Portuguese",J.C. Chandor,"Mark Boal, Mark Boal",Acquire Talent Agency,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund, Pedro Pascal, Adria Arjona, Jeovanny Rodriguez, Juan Camilo Castillo, Reynaldo Gallegos, Madeline 'Maddy' Wary, Johan Ochoa, Francisco Martinez, Pablo Cesar Sanchez, Kevin Vasquez, Jose Rodriguez","Loyalties are tested when five friends and former special forces operatives reunite to take down a South American drug lord, unleashing a chain of unintended consequences.",6.4,101968,,,,61.0,930.0,137.0
tt1376213,The Adventurer - Il mistero dello scrigno di Mida,The Adventurer: The Curse of the Midas Box,2013,2014-07-04,"Adventure, Family, Fantasy",100,"UK, Spain, Belgium",English,Jonathan Newman,"Christian Taylor, Matthew Huffman",Entertainment Motion Pictures (E-MOTION),"Aneurin Barnard, Michael Sheen, Lena Headey, Sam Neill, Ioan Gruffudd, Keeley Hawes, Xavier Atkins, Mella Carron, Vincenzo Pellegrino, Brian Nickels, Oliver Stark, Tristan Gemmill, Daniel Wilde, Rory Mullen, Sule Rimi",Ancient mysteries. Powerful evil. And a fearless hero's quest through a fantastical realm of steam-powered wonders and sinister magic...,5.5,5845,$ 25000000,$ 6399,$ 128471,39.0,41.0,29.0
tt0889595,Dream Boy,Dream Boy,2008,2008-12-11,"Drama, Romance",88,USA,English,James Bolton,"James Bolton, Jim Grimsley",Garbus Kroupa Entertainment,"Stephan Bender, Thomas Jay Ryan, Diana Scarwid, Tom Gilroy, Maximillian Roeg, Randy Wayne, Owen Beckman, Rooney Mara, Rickie Lee Jones, Nick Ericson",Chronicles the relationship between two gay teenagers in the rural south in the late '70s.,6.2,3811,$ 1200000,$ 6534,$ 6534,,38.0,6.0
tt0107772,"Pano, kato kai plagios","Pano, kato kai plagios",1992,1992-12-01,Comedy,108,Greece,Greek,Michael Cacoyannis,Michael Cacoyannis,Playmovie Productions,"Irene Papas, Stratos Tzortzoglou, Panos Mihalopoulos, Eleni Gerasimidou, Yorgos Partsalakis, Antonis Zaharatos, Elda Panopoulou, John Modinos, Takis Zaharatos, Giannis Bezos, Akindynos Gkikas, Christos Efthimiou, Maria Kanellopoulou, Alekos Zartaloudis, Stelios Mainas",A parody of the life in Athens of the 90ies where a widow and her son get entangled in crazy situations.,5.2,152,,,,,1.0,
tt0084756,Tag: The Assassination Game,Tag: The Assassination Game,1982,1982-04-20,"Action, Thriller",90,USA,English,Nick Castle,Nick Castle,Limelight Productions,"Robert Carradine, Linda Hamilton, Kristine DeBell, Perry Lang, John Mengatti, Michael Winslow, Frazer Smith, Bruce Abbott, Xander Berkeley, Ivan Bonar, Scott Dunlop, Jim Greenleaf, Charlene Nelson, Steven Peterman, Jack Baker",College assassination game turns deadly as someone starts playing for real.,6.0,794,,,,,16.0,12.0
tt0288838,"Taxi, un encuentro","Taxi, un encuentro",2001,2001-09-13,Drama,90,Argentina,Spanish,Gabriela David,Gabriela David,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),"Diego Peretti, Miguel Guerberof, Josefina Viton, Pochi Ducasse, Pablo Brichta, Daniel Moreno, Ricardo Díaz Mourelle, Ernesto Torchia, Germán de Silva, Elvira Villarino, Mario De Cabo, Paula Kohn, Juan Carlos Jaksich, Mónica Salvarezzo, Mariel Angeleri",,6.6,199,,,,,3.0,3.0
tt0040254,The Creeper,The Creeper,1948,1948-09-01,"Adventure, Horror",64,USA,English,Jean Yarbrough,"Maurice Tombragel, Don Martin",Bernard Small Productions,"Eduardo Ciannelli, Onslow Stevens, June Vincent, Ralph Morgan, Janis Wilson, John Baragrey, Richard Lane, Philip Ahn, Lotte Stein, Ralph Peters, David Hoffman","A man is turned into a ""catlike"" killer by means of a serum invented by a crazed scientist.",5.0,179,,,,,9.0,10.0
tt0339638,Screen Door Jesus,Screen Door Jesus,2003,2003-03-12,"Comedy, Drama, Fantasy",119,USA,English,Kirk Davis,"Christopher Cook, Kirk Davis",FCM Productions Inc.,"Myk Watford, Lafayette Wright, Silvia Mathis, Franchelle S. Dorn, Marc Menchaca, Bill Wise, Buck Taylor, Tommy G. Kendrick, C. Anthony Jackson, Josh Berry, Arron Shiver, Jo Harvey Allen, Cliff Stephens, Richard Dillard, Adam Bratcher","An eclectic cast of characters intertwines and collides around themes of faith, religion and race in a small East Texas town. Screen Door Jesus tells the story of the church-going, but not ...",5.2,115,$ 3000000,$ 59000,$ 59000,61.0,4.0,10.0
tt2960524,Hokus pokus Albert Åberg,Hokus pokus Albert Åberg,2013,2013-09-13,"Animation, Drama, Family",73,Norway,Norwegian,Torill Kove,"Tora Berg, Gunilla Bergström",Maipo Film,"Henrik Forsbak Langfeldt, Kim Haugen, Hallvard Lydvo, Inger Teien, Linnea Aksnes-Pehrson, Fredrik M. Frafjord, Emily Hammer, Erlend Sem Hartgen, Edvard Botterli Udnæs, Adrian Bratt, Per Eggers, Markus Engdahl, Gustaf Hammarsten, Gunilla Röör, Sofia Wendt","Seven year old Albert/Alfie has an imaginary best friend, and thinks he is old enough to get a dog. Dad doesn't agree. Will getting to know a magician help convince dad?",5.9,183,NOK 20100000,,$ 1094765,,,6.0
tt1996346,Woman Thou Art Loosed: On the 7th Day,Woman Thou Art Loosed: On the 7th Day,2012,2012-04-13,Drama,101,USA,English,Neema Barnette,"Cory Tynan, T.D. Jakes",TDJ Enterprises / New Dimensions Entertainment,"Blair Underwood, Sharon Leal, Nicole Beharie, Nicoye Banks, Pam Grier, Reed R. McCants, T.D. Jakes, Zoe Carter, Jaqueline Fleming, Clyde Risley Jones, Patrick Weathers, Matty Ferraro, Terry Dale Parks, Tim Francis, Samantha Beaulieu",The Ames' seem to have built the perfect life until their six year old daughter is kidnapped; over the course of seven days they begin to uncover secrets about their past that could rip their marriage and lives apart.,5.0,584,,$ 1213128,$ 1213128,29.0,7.0,4.0
tt0245920,Give Us Tomorrow,Give Us Tomorrow,1978,1978,"Crime, Drama",94,UK,English,Donovan Winter,"Donovan Winter, Donovan Winter",Donwin Productions,"Sylvia Syms, Derren Nesbitt, James Kerry, Donna Evans, Alan Guy, Matthew Haslett, Richard Shaw, Derek Ware, Mark Elwes, Gene Foad, Victor Brooks, Derek Anders, Ken Barker, Christopher Holroyd, Carol Shaw",Masked intruders take the family of a bank manager hostage in order to rob his bank.,5.8,108,,,,,6.0,1.0
tt10627858,Vai que Cola 2: O Começo,Vai que Cola 2: O Começo,2019,2019-09-12,Comedy,88,Brazil,Portuguese,César Rodrigues,"Renato Fagundes, João Paulo Horta",A Fábrica,"Catarina Abdalla, Diego Becker, Érico Brás, Emiliano D'Ávila, Silvio Guindane, Fábio Lago, Ney Lima, Marcus Majella, Sergio Mallandro, Fiorella Mattheis, Alice Morena, Marcelo Médici, Miguel Pinheiro, Cacau Protásio, Samantha Schmütz",,5.0,158,,,$ 3061712,,,1.0
tt2075172,Ex - Amici come prima!,Ex - Amici come prima!,2011,2011-10-07,Comedy,98,Italy,Italian,Carlo Vanzina,"Enrico Vanzina, Fausto Brizzi",Italian International Film,"Lucia Rossi, Roberto Albin, Manfredi Aliquo, Stefano Ambrogi, Elena Barolo, Marco Belocchi, Francesca Bianco, Lucia Bodenizza, Stefania Bogo, Enrico Brignano, Carlo Caprioli, Federico Ciommo, Tosca D'Aquino, Massimo De Lorenzo, Daniela De Riso",,5.4,626,,,$ 6704951,,,6.0
tt1288638,Dasvidaniya,Dasvidaniya,2008,2008-11-07,"Comedy, Drama",113,India,Hindi,Shashant Shah,"Kailash Kher, Arshad Sayed",Lemon Tea Productions,"Vinay Pathak, Sarita Joshi, Rajat Kapoor, Saurabh Shukla, Neha Dhupia, Joy Fernandes, Manoylo Svitlana, Gaurav Gera, Suchitra Pillai, Purbi Joshi, Brijendra Kala, Ikhlaq Khan, Sachin Khurana, Chandan Bisht, Kishore Nandlaskar","A man who loves to make ""to-do lists"" makes one last bucket list when he realizes he is about to die.",7.8,5944,,,$ 372606,,57.0,5.0
tt0060666,Manos: The Hands of Fate,Manos: The Hands of Fate,1966,1966-11-15,Horror,70,USA,English,Harold P. Warren,Harold P. Warren,Norm-Iris,"Tom Neyman, John Reynolds, Diane Adelson, Harold P. Warren, Stephanie Nielson, Sherry Proctor, Robin Redd, Jackey Neyman Jones, Bernie Rosenblum, Joyce Molleur, William Bryan Jennings, Jay Hall, Bettye Birns, Lelanie Hansard, Pat Coburn","A family gets lost on the road and stumbles upon a hidden, underground, devil-worshiping cult led by the fearsome Master and his servant Torgo.",1.9,34481,$ 19000,,,,711.0,111.0
tt4184350,Doraemon nel paese delle meraviglie,Doraemon: Nobita no Daimakyou,1982,1982-03-13,"Animation, Adventure, Comedy",91,Japan,Japanese,Hideo Nishimaki,Fujio F. Fujiko,Fujiko Productions,"Sachiko Chijimatsu, Masayuki Katô, Kaneta Kimotsuki, Yôko Kuri, Masahiko Murase, Ichirô Nagai, Michiko Nomura, Noriko Ohara, Hidekatsu Shibata, Mari Shimizu, Sumiko Shirakawa, Kazuko Sugiyama, Junpei Takiguchi, Kazuya Tatekabe, Nobuyo Ôyama",A sense of responsibility will arise in a boy through one's way of life.,6.8,139,,,$ 4877361,,,
tt0111703,Bleeding Hearts,Bleeding Hearts,1994,1995-09-22,"Drama, Romance",92,USA,English,Gregory Hines,Allison Burnett,Peacock Films,"Mark Jacobs, Karen Kirkland, Ruben Santiago-Hudson, Melina Kanakaredes, Diane Kagan, Lorraine Toussaint, Ranjit Chowdhry, Robert Levine, Charles Malik Whitfield, Yvette Thor, Elliott Gould, Robert Redcross, Harvey Waldman, Meredith Scott Lynn, Peter Timothy Shaw",A white liberal teacher and his 17-year-old African-American female student fall deeply in love with tragic consequences.,5.4,129,,,,,3.0,
tt0029670,Trappola d'oro,Thunder in the City,1937,1937-06-14,"Comedy, Crime, Drama",88,UK,English,Marion Gering,"Robert E. Sherwood, Aben Kandel",Atlantic Film Productions.,"Edward G. Robinson, Nigel Bruce, Constance Collier, Luli Deste, Ralph Richardson, Arthur Wontner, Annie Esmond, Cyril Raymond, Elizabeth Inglis, James Carew, Everley Gregg, Donald Calthrop, Nancy Burne, Billy Bray","A visiting American engages in a bold business promotion, the likes of which the British have not seen.",6.2,293,,,,,12.0,6.0
tt5657712,I'm Not Here,I'm Not Here,2017,2019-03-08,Drama,81,USA,English,Michelle Schumacher,"Tony Cummings, Michelle Schumacher",Rubber Tree Productions,"J.K. Simmons, Sebastian Stan, Maika Monroe, Mandy Moore, Max Greenfield, Iain Armitage, Harold Perrineau, Jeremy Maguire, David Koechner, Heather Mazur, Tony Cummings, David Wexler","A man struggles with the tragic memories of his past to make sense of his present, but soon realizes that time isn't the enemy he thinks it is.",5.5,969,,,,45.0,16.0,9.0
tt0029157,Vivi ama e impara,"Live, Love and Learn",1937,1937-10-29,Comedy,78,USA,English,George Fitzmaurice,"Charles Brackett, Cyril Hume",Metro-Goldwyn-Mayer (MGM),"Robert Montgomery, Rosalind Russell, Robert Benchley, Helen Vinson, Monty Woolley, E.E. Clive, Mickey Rooney, Charles Judels, Maude Eburne, Harlan Briggs, June Clayworth, Barnett Parker, Al Shean","Bob is a struggling artist who paints for his own amusement. Julie is a rich society girl. When they meet, it is cute and they are soon married. Living in a small apartment with the ...",6.0,290,,,,,11.0,4.0
tt0974005,Inconceivable,Inconceivable,2008,2008-06-18,"Comedy, Drama",105,"Canada, UK, USA, France",English,Mary McGuckian,"Mary McGuckian, Lothaire Bluteau",Scion Films,"Lothaire Bluteau, David Alpay, David Sutcliffe, Michael Eklund, Nicholas Campbell, Kerri Parker, Jordi Mollà, Colm Feore, Kerry Fox, Jennifer Tilly, Lik-Chung Li, Sunny Sharma, Majread Daily, Geraldine Chaplin, Andie MacDowell",A satirical drama about the test-tube baby industry.,3.1,412,,,,,7.0,5.0
tt1785326,Catalunya über alles!,Catalunya über alles!,2011,2011-09-30,Drama,100,Spain,"Catalan, Spanish, Mandingo",Ramon Térmens,"Daniel Faraldo, Ramon Térmens",Segarra Films,"Gonzalo Cunill, Paula Jiménez, Assumpció Ortet, Vicky Peña, Jordi Dauder, Àngels Bassas, David Arribas, José Antonio Marín, Babou Cham, Bella Agossou, Elsa Casanyé, Mafanta Diaby, Famara Wally, Yaba Gnom, Balla Wally","An ex-con, an unemployed immigrant and a successful businessman are the three main characters in this portrayal of deep Catalonia. Three stories showing a conflicting society forced to reinvent itself or collapse.",6.1,114,,,$ 124558,,,1.0
tt1130884,Shutter Island,Shutter Island,2010,2010-03-05,"Mystery, Thriller",138,USA,"English, German",Martin Scorsese,"Laeta Kalogridis, Dennis Lehane",Paramount Pictures,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow, Michelle Williams, Emily Mortimer, Patricia Clarkson, Jackie Earle Haley, Ted Levine, John Carroll Lynch, Elias Koteas, Robin Bartlett, Christopher Denham, Nellie Sciutto, Joseph Sikora","In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.",8.2,1096024,$ 80000000,$ 128012934,$ 294804195,63.0,1286.0,523.0
tt0063254,Die Lümmel von der ersten Bank - 1. Trimester: Zur Hölle mit den Paukern,Die Lümmel von der ersten Bank - 1. Trimester: Zur Hölle mit den Paukern,1968,1974-08-23,Comedy,85,West Germany,German,Werner Jacobs,"Alexander Wolf, Franz Seitz",Franz Seitz Filmproduktion,"Hans Kraus, Gila von Weitershausen, Günther Schramm, Hannelore Elsner, Georg Thomalla, Rudolf Schündler, Hans Terofal, Balduin Baas, Oliver Hassencamp, Monika Dahlberg, Ruth Stephan, Wega Jahnke, Ursula Grabley, Ilse Petri, Britt Lindberg","Collectable stamps trader Kurt Nietnagel's son Pepe recently transferred from a private boarding school to Mommsen gymnasium (classical high school), but is also already its king of ...",5.7,651,,,,,2.0,8.0
tt0089835,Pray for Death,Pray for Death,1985,1985-11-01,"Action, Crime, Drama",92,USA,English,Gordon Hessler,James Booth,Pray Films,"Shô Kosugi, James Booth, Donna Kei Benz, Norman Burton, Kane Kosugi, Shane Kosugi, Matthew Faison, Parley Baer, Robert Ito, Michael Constantine, Alan Amiel, Woody Watson, Charles Grueber, Nik Hagler, Chris Wycliff","After a peace loving Japanese immigrant and his family become victims of a crime syndicate, a master ninja emerges.",5.8,1653,$ 4000000,,,,30.0,45.0
tt0232632,Shiner - Diamante,Shiner,2000,2002-06-21,"Crime, Drama, Thriller",99,UK,English,John Irvin,Scott Cherry,Geoff Reeve Films,"Michael Caine, Martin Landau, Frances Barber, Frank Harper, Andy Serkis, Danny Webb, Claire Rushbrook, Matthew Marsden, Kenneth Cranham, David Kennedy, Peter Wight, Nicola Walker, Gary Lewis, Derrick Harmon, Josephine Butler",The past catches up with a ruthlessly ambitious boxing promoter.,5.9,1969,,,$ 52843,,28.0,21.0
tt10958282,Vita nella Banlieu,Banlieusards,2019,2019-10-12,Crime,96,France,French,"Kery James, Leïla Sy",,,"Kery James, Jammeh Diangana, Bakary Diombera, Chloé Jouannet, Dali Benssalah, Slimane Dazi, Cherine Ghemri, Ahmed Bedda, Aïmen Derriachi, Nadia Lazzouni, Mathieu Kassovitz, Nassim Saal, Bertrand Périer, Walid Afkir, Ange Basterga",Three brothers try to survive on the streets of a tough French suburb.,6.4,1088,,,,,9.0,3.0
tt3971732,Karisik Kaset,Karisik Kaset,2014,2014-11-21,"Comedy, Drama, Music",107,Turkey,Turkish,Tunç Sahin,"Mert H. Atalay, Mert H. Atalay",Bir Film,"Sarp Apak, Özge Özpirinçci, Bülent Emin Yarar, Sevinç Erbulak, Ulascan Kutlu, Aslihan Kapansahin, Atilla Tas, Burak Sarimola, Öznur Serçeler, Fatih Dönmez, Hilmi Özçelik, Eslem Akar, Belgin Alptekin, Münire Apaydin, Cankat Aydos","Ulas, the son of a music-lover father tries to declare his love to Irem with a mix tape he's put together. However, they fall apart and it takes him 10 years to complete this declaration. ...",5.9,1360,,,$ 866241,,,6.0
tt6629064,Mamá se fue de viaje,Mamá se fue de viaje,2017,2017-07-06,"Comedy, Family",99,Argentina,Spanish,Ariel Winograd,"Mariano Vera, Juan Vera",Instituto Nacional de Cine y Artes Audiovisuales (INCAA),"Diego Peretti, Carla Peterson, Martín Lacour, Agustina Cabo, Julián Baz, Lorenzo Winograd, Pilar Gamboa, Guillermo Arengo, Martín Piroyansky, Maruja Bustamante, Muriel Santa Ana, Mario Alarcón, Miriam Odorico, Sandra Villani, Mora Peretti",What happens when mom is out of the picture? Experience the trouble of a working dad handling four kids while their mother is off on vacation.,5.9,565,,,$ 10751003,,3.0,6.0
tt0261001,Khoj,Khoj,1989,1989-07-21,"Mystery, Thriller",113,India,Hindi,Keshu Ramsay,"Iqbal Durrani, Sajeev Kapoor",Ramsay Productions,"Rishi Kapoor, Naseeruddin Shah, Kimi Katkar, Satish Shah, Manik Irani, Huma Khan, Beena Banerjee, Mini Tabassum, Sudha Shivpuri, Om Shivpuri, Prema Narayan, Danny Denzongpa",Ravi gets a call from Father Anthony saying that his missing wife is with him in the Church.But when he meets her claims that she is not his wife. Inspector Balbir finds all the proofs are against Ravi but why is Ravi not ready to face it?,7.2,256,,,,,4.0,
tt2734566,La novia,La novia,2015,2015-12-11,Drama,96,"Spain, Germany",Spanish,Paula Ortiz,"Javier García Arredondo, Federico García Lorca",Get In The Picture Productions,"Inma Cuesta, Álex García, Asier Etxeandia, Luisa Gavasa, Carlos Álvarez-Nóvoa, Leticia Dolera, Consuelo Trujillo, Ana Fernández, María Alfonsa Rosso, Manuela Vellés, Verónika Moral, Laura Contreras, Mariana Cordero, Mariano Anós, David Moreau","As the Bride and the Groom prepare for the wedding in the pale desert, a tale of unappeased desires; forbidden yearnings, and conflicted choices unfolds. Now, three lovers stand powerless before the true nature of man. Is fate unavoidable?",6.7,2913,EUR 1187147,,$ 1682689,,13.0,33.0
tt0199898,Lo Foo Ji,Lo Foo Ji,2001,2001-04-05,"Animation, Action",104,Hong Kong,Cantonese,Herman Yau,"Man Choi Lee, Roy Szeto",China Star Entertainment,"Nicholas Tse, Cecilia Cheung, Michael Wai-Man Chan, Yiu-Cheung Lai, Alfred Cheung, Koon-Lan Law, Emily Kwan, Tats Lau, Joe Junior, Shiu Hung Hui, Frankie Chi-Hung Ng, Chi-Sing Lam, Sammuel Leung, Lan Law, Mei-Yee Sze","Policeman Fong and her girlfriend Miss Cheung lost their memory in a car accident. With the help from Laofuzi and Big Potato, they get rid of the gangsters and be together once again.",4.7,245,,,,,2.0,3.0
tt4424292,Crazy Lake,Crazy Lake,2016,2017-10-01,"Comedy, Horror",80,USA,English,"Jason Henne, Christopher Leto",Jason Henne,Digital Caviar,"Ashley Nicole Allen, Libby Blanton, Michael Ray Davis, Will Dehaan, Marco DelVecchio, Caulin Donaldson, Keily Fernandez, Jason Henne, Graham Hunt, Heather Jean, Skyler Joy, Allis Bodziak, Tom Latimer, Marvin Laviolette, Leyla Lawrence",Group of coeds go looking for fun at cabin on the lake and find the cabin wasn't always used for rest and relaxation.,3.5,294,$ 285000,,,,11.0,
tt2063876,Cookie,Cookie,2013,2013-01-23,"Comedy, Drama",98,France,French,Léa Fazer,"Léa Fazer, Benoît Graffin",Elia Films,"Alice Taglioni, Virginie Efira, Mehdi Nebbou, Scali Delpeyrat, Meriem Serbah, Max Ding, Philippe Lefebvre, Lolita Offenstein, Léo Legrand, Yubai Zhang, Benoît Graffin, Bing Yin, Emilie Chesnais, Marc Bodnar, Eric Challier","Adeline's Chinese housekeeper suddenly disappears, leaving behind a little boy who doesn't speak a word of French. Helped by her sister, she takes care of the child and proceeds to locate the mother.",6.0,271,,,$ 657693,,1.0,2.0
